date,store_id,product_id,price,promotion_flag,inventory_level
2023-06-10,S001,P002,9.72,0,340
2023-06-11,S001,P002,9.72,0,339
2023-06-12,S001,P002,9.72,0,338
2023-06-13,S001,P002,9.72,0,337
2023-06-14,S001,P002,9.72,0,336
2023-06-15,S001,P002,9.72,0,335
2023-06-16,S001,P002,9.72,0,334
2023-06-17,S001,P002,9.72,0,333
2023-06-18,S001,P002,8.26,1,332
2023-06-19,S001,P002,8.26,1,331
2023-06-20,S001,P002,8.26,1,330
2023-06-21,S001,P002,8.26,1,329
2023-06-22,S001,P002,9.72,0,328
2023-06-23,S001,P002,9.72,0,327
2023-06-24,S001,P002,9.72,0,326
2023-06-25,S001,P002,9.72,0,325
2023-06-26,S001,P002,9.72,0,324
2023-06-27,S001,P002,9.72,0,323
2023-06-28,S001,P002,9.72,0,322
2023-06-29,S001,P002,9.72,0,321
2023-05-01,S002,P001,9.27,0,380
2023-05-02,S002,P001,9.27,0,379
2023-05-03,S002,P001,9.27,0,378
2023-05-04,S002,P001,9.27,0,377
2023-05-05,S002,P001,9.27,0,376
2023-05-06,S002,P001,9.27,0,375
2023-05-07,S002,P001,7.88,1,374
2023-05-08,S002,P001,7.88,1,373
2023-05-09,S002,P001,7.88,1,372
2023-05-10,S002,P001,7.88,1,371
2023-05-11,S002,P001,9.27,0,370
2023-05-12,S002,P001,9.27,0,369
2023-05-13,S002,P001,9.27,0,368
2023-05-14,S002,P001,9.27,0,367
2023-05-15,S002,P001,9.27,0,366
2023-05-16,S002,P001,9.27,0,365
2023-05-17,S002,P001,9.27,0,364
2023-05-18,S002,P001,9.27,0,363
2023-05-19,S002,P001,9.27,0,362
2023-05-20,S002,P001,9.27,0,361
2023-05-21,S002,P001,7.88,1,360
2023-05-22,S002,P001,7.88,1,359
2023-05-23,S002,P001,7.88,1,358
2023-05-24,S002,P001,7.88,1,357
2023-05-25,S002,P001,9.27,0,356
2023-05-26,S002,P001,9.27,0,355
2023-05-27,S002,P001,9.27,0,354
2023-05-28,S002,P001,9.27,0,353
2023-05-29,S002,P001,9.27,0,352
2023-05-30,S002,P001,9.27,0,351
2023-05-31,S002,P001,9.27,0,350
2023-06-01,S002,P001,9.27,0,349
2023-06-02,S002,P001,9.27,0,348
2023-06-03,S002,P001,9.27,0,347
2023-06-04,S002,P001,7.88,1,346
2023-06-05,S002,P001,7.88,1,345
2023-06-06,S002,P001,7.88,1,344
2023-06-07,S002,P001,7.88,1,343
2023-06-08,S002,P001,9.27,0,342
2023-06-09,S002,P001,9.27,0,341
2023-06-10,S002,P001,9.27,0,340
2023-06-11,S002,P001,9.27,0,339
2023-06-12,S002,P001,9.27,0,338
2023-06-13,S002,P001,9.27,0,337
2023-06-14,S002,P001,9.27,0,336
2023-06-15,S002,P001,9.27,0,335
2023-06-16,S002,P001,9.27,0,334
2023-06-17,S002,P001,9.27,0,333
2023-06-18,S002,P001,7.88,1,332
2023-06-19,S002,P001,7.88,1,331
2023-06-20,S002,P001,7.88,1,330
2023-06-21,S002,P001,7.88,1,329
2023-06-22,S002,P001,9.27,0,328
2023-06-23,S002,P001,9.27,0,327
2023-06-24,S002,P001,9.27,0,326
2023-06-25,S002,P001,9.27,0,325
2023-06-26,S002,P001,9.27,0,324
2023-06-27,S002,P001,9.27,0,323
2023-06-28,S002,P001,9.27,0,322
2023-06-29,S002,P001,9.27,0,321
2023-05-01,S002,P002,11.56,0,380
2023-05-02,S002,P002,11.56,0,379
2023-05-03,S002,P002,11.56,0,378
2023-05-04,S002,P002,11.56,0,377
2023-05-05,S002,P002,11.56,0,376
2023-05-06,S002,P002,11.56,0,375
2023-05-07,S002,P002,9.82,1,374
2023-05-08,S002,P002,9.82,1,373
2023-05-09,S002,P002,9.82,1,372
2023-05-10,S002,P002,9.82,1,371
2023-05-11,S002,P002,11.56,0,370
2023-05-12,S002,P002,11.56,0,369
2023-05-13,S002,P002,11.56,0,368
2023-05-14,S002,P002,11.56,0,367
2023-05-15,S002,P002,11.56,0,366
2023-05-16,S002,P002,11.56,0,365
2023-05-17,S002,P002,11.56,0,364
2023-05-18,S002,P002,11.56,0,363
2023-05-19,S002,P002,11.56,0,362
2023-05-20,S002,P002,11.56,0,361
2023-05-21,S002,P002,9.82,1,360
2023-05-22,S002,P002,9.82,1,359
2023-05-23,S002,P002,9.82,1,358
2023-05-24,S002,P002,9.82,1,357
2023-05-25,S002,P002,11.56,0,356
2023-05-26,S002,P002,11.56,0,355
2023-05-27,S002,P002,11.56,0,354
2023-05-28,S002,P002,11.56,0,353
2023-05-29,S002,P002,11.56,0,352
2023-05-30,S002,P002,11.56,0,351
2023-05-31,S002,P002,11.56,0,350
2023-06-01,S002,P002,11.56,0,349
2023-06-02,S002,P002,11.56,0,348
2023-06-03,S002,P002,11.56,0,347
2023-06-04,S002,P002,9.82,1,346
2023-06-05,S002,P002,9.82,1,345
2023-06-06,S002,P002,9.82,1,344
2023-06-07,S002,P002,9.82,1,343
2023-06-08,S002,P002,11.56,0,342
2023-06-09,S002,P002,11.56,0,341
2023-06-10,S002,P002,11.56,0,340
2023-06-11,S002,P002,11.56,0,339
2023-06-12,S002,P002,11.56,0,338
2023-06-13,S002,P002,11.56,0,337
2023-06-14,S002,P002,11.56,0,336
2023-06-15,S002,P002,11.56,0,335
2023-06-16,S002,P002,11.56,0,334
2023-06-17,S002,P002,11.56,0,333
2023-06-18,S002,P002,9.82,1,332
2023-06-19,S002,P002,9.82,1,331
2023-06-20,S002,P002,9.82,1,330
2023-06-21,S002,P002,9.82,1,329
2023-06-22,S002,P002,11.56,0,328
2023-06-23,S002,P002,11.56,0,327
2023-06-24,S002,P002,11.56,0,326
2023-06-25,S002,P002,11.56,0,325
2023-06-26,S002,P002,11.56,0,324
2023-06-27,S002,P002,11.56,0,323
2023-06-28,S002,P002,11.56,0,322
2023-06-29,S002,P002,11.56,0,321
2023-05-01,S003,P001,11.08,0,380
2023-05-02,S003,P001,11.08,0,379
2023-05-03,S003,P001,11.08,0,378
2023-05-04,S003,P001,11.08,0,377
2023-05-05,S003,P001,11.08,0,376
2023-05-06,S003,P001,11.08,0,375
2023-05-07,S003,P001,9.41,1,374
2023-05-08,S003,P001,9.41,1,373
2023-05-09,S003,P001,9.41,1,372
2023-05-10,S003,P001,9.41,1,371
2023-05-11,S003,P001,11.08,0,370
2023-05-12,S003,P001,11.08,0,369
2023-05-13,S003,P001,11.08,0,368
2023-05-14,S003,P001,11.08,0,367
2023-05-15,S003,P001,11.08,0,366
2023-05-16,S003,P001,11.08,0,365
2023-05-17,S003,P001,11.08,0,364
2023-05-18,S003,P001,11.08,0,363
2023-05-19,S003,P001,11.08,0,362
2023-05-20,S003,P001,11.08,0,361
2023-05-21,S003,P001,9.41,1,360
2023-05-22,S003,P001,9.41,1,359
2023-05-23,S003,P001,9.41,1,358
2023-05-24,S003,P001,9.41,1,357
2023-05-25,S003,P001,11.08,0,356
2023-05-26,S003,P001,11.08,0,355
2023-05-27,S003,P001,11.08,0,354
2023-05-28,S003,P001,11.08,0,353
2023-05-29,S003,P001,11.08,0,352
2023-05-30,S003,P001,11.08,0,351
2023-05-31,S003,P001,11.08,0,350
2023-06-01,S003,P001,11.08,0,349
2023-06-02,S003,P001,11.08,0,348
2023-06-03,S003,P001,11.08,0,347
2023-06-04,S003,P001,9.41,1,346
2023-06-05,S003,P001,9.41,1,345
2023-06-06,S003,P001,9.41,1,344
2023-06-07,S003,P001,9.41,1,343
2023-06-08,S003,P001,11.08,0,342
2023-06-09,S003,P001,11.08,0,341
2023-06-10,S003,P001,11.08,0,340
2023-06-11,S003,P001,11.08,0,339
2023-06-12,S003,P001,11.08,0,338
2023-06-13,S003,P001,11.08,0,337
2023-06-14,S003,P001,11.08,0,336
2023-06-15,S003,P001,11.08,0,335
2023-06-16,S003,P001,11.08,0,334
2023-06-17,S003,P001,11.08,0,333
2023-06-18,S003,P001,9.41,1,332
2023-06-19,S003,P001,9.41,1,331
2023-06-20,S003,P001,9.41,1,330
2023-06-21,S003,P001,9.41,1,329
2023-06-22,S003,P001,11.08,0,328
2023-06-23,S003,P001,11.08,0,327
2023-06-24,S003,P001,11.08,0,326
2023-06-25,S003,P001,11.08,0,325
2023-06-26,S003,P001,11.08,0,324
2023-06-27,S003,P001,11.08,0,323
2023-06-28,S003,P001,11.08,0,322
2023-06-29,S003,P001,11.08,0,321
2023-05-01,S003,P002,12.55,0,380
2023-05-02,S003,P002,12.55,0,379
2023-05-03,S003,P002,12.55,0,378
2023-05-04,S003,P002,12.55,0,377
2023-05-05,S003,P002,12.55,0,376
2023-05-06,S003,P002,12.55,0,375
2023-05-07,S003,P002,10.67,1,374
2023-05-08,S003,P002,10.67,1,373
2023-05-09,S003,P002,10.67,1,372
2023-05-10,S003,P002,10.67,1,371
2023-05-11,S003,P002,12.55,0,370
2023-05-12,S003,P002,12.55,0,369
2023-05-13,S003,P002,12.55,0,368
2023-05-14,S003,P002,12.55,0,367
2023-05-15,S003,P002,12.55,0,366
2023-05-16,S003,P002,12.55,0,365
2023-05-17,S003,P002,12.55,0,364
2023-05-18,S003,P002,12.55,0,363
2023-05-19,S003,P002,12.55,0,362
2023-05-20,S003,P002,12.55,0,361
2023-05-21,S003,P002,10.67,1,360
2023-05-22,S003,P002,10.67,1,359
2023-05-23,S003,P002,10.67,1,358
2023-05-24,S003,P002,10.67,1,357
2023-05-25,S003,P002,12.55,0,356
2023-05-26,S003,P002,12.55,0,355
2023-05-27,S003,P002,12.55,0,354
2023-05-28,S003,P002,12.55,0,353
2023-05-29,S003,P002,12.55,0,352
2023-05-30,S003,P002,12.55,0,351
2023-05-31,S003,P002,12.55,0,350
2023-06-01,S003,P002,12.55,0,349
2023-06-02,S003,P002,12.55,0,348
2023-06-03,S003,P002,12.55,0,347
2023-06-04,S003,P002,10.67,1,346
2023-06-05,S003,P002,10.67,1,345
2023-06-06,S003,P002,10.67,1,344
2023-06-07,S003,P002,10.67,1,343
2023-06-08,S003,P002,12.55,0,342
2023-06-09,S003,P002,12.55,0,341
2023-06-10,S003,P002,12.55,0,340
2023-06-11,S003,P002,12.55,0,339
2023-06-12,S003,P002,12.55,0,338
2023-06-13,S003,P002,12.55,0,337
2023-06-14,S003,P002,12.55,0,336
2023-06-15,S003,P002,12.55,0,335
2023-06-16,S003,P002,12.55,0,334
2023-06-17,S003,P002,12.55,0,333
2023-06-18,S003,P002,10.67,1,332
2023-06-19,S003,P002,10.67,1,331
2023-06-20,S003,P002,10.67,1,330
2023-06-21,S003,P002,10.67,1,329
2023-06-22,S003,P002,12.55,0,328
2023-06-23,S003,P002,12.55,0,327
2023-06-24,S003,P002,12.55,0,326
2023-06-25,S003,P002,12.55,0,325
2023-06-26,S003,P002,12.55,0,324
2023-06-27,S003,P002,12.55,0,323
2023-06-28,S003,P002,12.55,0,322
2023-06-29,S003,P002,12.55,0,321
