date,store_id,product_id,sales,price,promotion_flag,inventory_level
2023-03-10,S002,P001,100,16.88,0,664
2023-03-11,S002,P001,116,16.88,0,662
2023-03-12,S002,P001,124,16.88,0,660
2023-03-13,S002,P001,130,16.88,0,658
2023-03-14,S002,P001,122,16.88,0,656
2023-03-15,S002,P001,122,16.88,0,654
2023-03-16,S002,P001,115,16.88,0,652
2023-03-17,S002,P001,103,16.88,0,650
2023-03-18,S002,P001,111,16.88,0,648
2023-03-19,S002,P001,121,16.88,0,646
2023-03-20,S002,P001,126,16.88,0,644
2023-03-21,S002,P001,120,16.88,0,642
2023-03-22,S002,P001,117,16.88,0,640
2023-03-23,S002,P001,116,16.88,0,638
2023-03-24,S002,P001,111,16.88,0,636
2023-03-25,S002,P001,101,16.88,0,634
2023-03-26,S002,P001,132,15.19,1,632
2023-03-27,S002,P001,147,15.19,1,630
2023-03-28,S002,P001,147,15.19,1,628
2023-03-29,S002,P001,119,16.88,0,626
2023-03-30,S002,P001,111,16.88,0,624
2023-03-31,S002,P001,113,16.88,0,622
2023-04-01,S002,P001,111,16.88,0,620
2023-04-02,S002,P001,118,16.88,0,618
2023-04-03,S002,P001,117,16.88,0,616
2023-04-04,S002,P001,111,16.88,0,614
2023-04-05,S002,P001,124,16.88,0,612
2023-04-06,S002,P001,122,16.88,0,610
2023-04-07,S002,P001,107,16.88,0,608
2023-04-08,S002,P001,111,16.88,0,606
2023-04-09,S002,P001,118,16.88,0,604
2023-04-10,S002,P001,129,16.88,0,602
2023-04-11,S002,P001,128,16.88,0,600
2023-04-12,S002,P001,122,16.88,0,598
2023-04-13,S002,P001,113,16.88,0,596
2023-04-14,S002,P001,109,16.88,0,594
2023-04-15,S002,P001,104,16.88,0,592
2023-04-16,S002,P001,115,16.88,0,590
2023-04-17,S002,P001,126,16.88,0,588
2023-04-18,S002,P001,123,16.88,0,586
2023-04-19,S002,P001,120,16.88,0,584
2023-04-20,S002,P001,108,16.88,0,582
2023-04-21,S002,P001,110,16.88,0,580
2023-04-22,S002,P001,104,16.88,0,578
2023-04-23,S002,P001,143,15.19,1,576
2023-04-24,S002,P001,147,15.19,1,574
2023-04-25,S002,P001,142,15.19,1,572
2023-04-26,S002,P001,124,16.88,0,570
2023-04-27,S002,P001,112,16.88,0,568
2023-04-28,S002,P001,116,16.88,0,566
2023-04-29,S002,P001,116,16.88,0,564
2023-04-30,S002,P001,113,16.88,0,562
2023-01-01,S002,P002,93,15.53,1,800
2023-01-02,S002,P002,96,15.53,1,798
2023-01-03,S002,P002,101,15.53,1,796
2023-01-04,S002,P002,71,17.25,0,794
2023-01-05,S002,P002,66,17.25,0,792
2023-01-06,S002,P002,57,17.25,0,790
2023-01-07,S002,P002,64,17.25,0,788
2023-01-08,S002,P002,75,17.25,0,786
2023-01-09,S002,P002,74,17.25,0,784
2023-01-10,S002,P002,78,17.25,0,782
2023-01-11,S002,P002,75,17.25,0,780
2023-01-12,S002,P002,63,17.25,0,778
2023-01-13,S002,P002,62,17.25,0,776
2023-01-14,S002,P002,62,17.25,0,774
2023-01-15,S002,P002,69,17.25,0,772
2023-01-16,S002,P002,72,17.25,0,770
2023-01-17,S002,P002,76,17.25,0,768
2023-01-18,S002,P002,74,17.25,0,766
2023-01-19,S002,P002,71,17.25,0,764
2023-01-20,S002,P002,65,17.25,0,762
2023-01-21,S002,P002,71,17.25,0,760
2023-01-22,S002,P002,65,17.25,0,758
2023-01-23,S002,P002,78,17.25,0,756
2023-01-24,S002,P002,77,17.25,0,754
2023-01-25,S002,P002,81,17.25,0,752
2023-01-26,S002,P002,62,17.25,0,750
2023-01-27,S002,P002,57,17.25,0,748
2023-01-28,S002,P002,60,17.25,0,746
2023-01-29,S002,P002,85,15.53,1,744
2023-01-30,S002,P002,98,15.53,1,742
2023-01-31,S002,P002,98,15.53,1,740
2023-02-01,S002,P002,73,17.25,0,738
2023-02-02,S002,P002,66,17.25,0,736
2023-02-03,S002,P002,68,17.25,0,734
2023-02-04,S002,P002,66,17.25,0,732
2023-02-05,S002,P002,66,17.25,0,730
2023-02-06,S002,P002,71,17.25,0,728
2023-02-07,S002,P002,78,17.25,0,726
2023-02-08,S002,P002,67,17.25,0,724
2023-02-09,S002,P002,72,17.25,0,722
2023-02-10,S002,P002,65,17.25,0,720
2023-02-11,S002,P002,60,17.25,0,718
2023-02-12,S002,P002,62,17.25,0,716
2023-02-13,S002,P002,80,17.25,0,714
2023-02-14,S002,P002,76,17.25,0,712
2023-02-15,S002,P002,77,17.25,0,710
2023-02-16,S002,P002,59,17.25,0,708
2023-02-17,S002,P002,58,17.25,0,706
2023-02-18,S002,P002,62,17.25,0,704
2023-02-19,S002,P002,69,17.25,0,702
2023-02-20,S002,P002,73,17.25,0,700
2023-02-21,S002,P002,79,17.25,0,698
2023-02-22,S002,P002,68,17.25,0,696
2023-02-23,S002,P002,64,17.25,0,694
2023-02-24,S002,P002,61,17.25,0,692
2023-02-25,S002,P002,64,17.25,0,690
2023-02-26,S002,P002,96,15.53,1,688
2023-02-27,S002,P002,95,15.53,1,686
2023-02-28,S002,P002,95,15.53,1,684
2023-03-01,S002,P002,77,17.25,0,682
2023-03-02,S002,P002,66,17.25,0,680
2023-03-03,S002,P002,58,17.25,0,678
2023-03-04,S002,P002,68,17.25,0,676
2023-03-05,S002,P002,69,17.25,0,674
2023-03-06,S002,P002,79,17.25,0,672
2023-03-07,S002,P002,77,17.25,0,670
2023-03-08,S002,P002,80,17.25,0,668
2023-03-09,S002,P002,72,17.25,0,666
2023-03-10,S002,P002,60,17.25,0,664
2023-03-11,S002,P002,66,17.25,0,662
2023-03-12,S002,P002,71,17.25,0,660
2023-03-13,S002,P002,80,17.25,0,658
2023-03-14,S002,P002,72,17.25,0,656
2023-03-15,S002,P002,75,17.25,0,654
2023-03-16,S002,P002,69,17.25,0,652
2023-03-17,S002,P002,54,17.25,0,650
2023-03-18,S002,P002,58,17.25,0,648
2023-03-19,S002,P002,60,17.25,0,646
2023-03-20,S002,P002,74,17.25,0,644
2023-03-21,S002,P002,79,17.25,0,642
2023-03-22,S002,P002,78,17.25,0,640
2023-03-23,S002,P002,65,17.25,0,638
2023-03-24,S002,P002,67,17.25,0,636
2023-03-25,S002,P002,57,17.25,0,634
2023-03-26,S002,P002,87,15.53,1,632
2023-03-27,S002,P002,100,15.53,1,630
2023-03-28,S002,P002,103,15.53,1,628
2023-03-29,S002,P002,72,17.25,0,626
2023-03-30,S002,P002,57,17.25,0,624
2023-03-31,S002,P002,60,17.25,0,622
2023-04-01,S002,P002,57,17.25,0,620
2023-04-02,S002,P002,71,17.25,0,618
2023-04-03,S002,P002,76,17.25,0,616
2023-04-04,S002,P002,73,17.25,0,614
2023-04-05,S002,P002,70,17.25,0,612
2023-04-06,S002,P002,61,17.25,0,610
2023-04-07,S002,P002,60,17.25,0,608
2023-04-08,S002,P002,66,17.25,0,606
2023-04-09,S002,P002,65,17.25,0,604
2023-04-10,S002,P002,77,17.25,0,602
2023-04-11,S002,P002,74,17.25,0,600
2023-04-12,S002,P002,69,17.25,0,598
2023-04-13,S002,P002,65,17.25,0,596
2023-04-14,S002,P002,57,17.25,0,594
2023-04-15,S002,P002,60,17.25,0,592
2023-04-16,S002,P002,64,17.25,0,590
2023-04-17,S002,P002,83,17.25,0,588
2023-04-18,S002,P002,76,17.25,0,586
2023-04-19,S002,P002,69,17.25,0,584
2023-04-20,S002,P002,66,17.25,0,582
2023-04-21,S002,P002,60,17.25,0,580
2023-04-22,S002,P002,61,17.25,0,578
2023-04-23,S002,P002,96,15.53,1,576
2023-04-24,S002,P002,103,15.53,1,574
2023-04-25,S002,P002,99,15.53,1,572
2023-04-26,S002,P002,70,17.25,0,570
2023-04-27,S002,P002,64,17.25,0,568
2023-04-28,S002,P002,51,17.25,0,566
2023-04-29,S002,P002,56,17.25,0,564
2023-04-30,S002,P002,74,17.25,0,562
2023-01-01,S003,P001,109,14.19,1,800
2023-01-02,S003,P001,111,14.19,1,798
2023-01-03,S003,P001,117,14.19,1,796
2023-01-04,S003,P001,89,15.76,0,794
2023-01-05,S003,P001,74,15.76,0,792
2023-01-06,S003,P001,68,15.76,0,790
2023-01-07,S003,P001,77,15.76,0,788
2023-01-08,S003,P001,81,15.76,0,786
2023-01-09,S003,P001,90,15.76,0,784
2023-01-10,S003,P001,85,15.76,0,782
2023-01-11,S003,P001,80,15.76,0,780
2023-01-12,S003,P001,80,15.76,0,778
2023-01-13,S003,P001,73,15.76,0,776
2023-01-14,S003,P001,68,15.76,0,774
2023-01-15,S003,P001,88,15.76,0,772
2023-01-16,S003,P001,84,15.76,0,770
2023-01-17,S003,P001,101,15.76,0,768
2023-01-18,S003,P001,83,15.76,0,766
2023-01-19,S003,P001,81,15.76,0,764
2023-01-20,S003,P001,81,15.76,0,762
2023-01-21,S003,P001,82,15.76,0,760
2023-01-22,S003,P001,90,15.76,0,758
2023-01-23,S003,P001,83,15.76,0,756
2023-01-24,S003,P001,86,15.76,0,754
2023-01-25,S003,P001,87,15.76,0,752
2023-01-26,S003,P001,82,15.76,0,750
2023-01-27,S003,P001,75,15.76,0,748
2023-01-28,S003,P001,70,15.76,0,746
2023-01-29,S003,P001,109,14.19,1,744
2023-01-30,S003,P001,113,14.19,1,742
2023-01-31,S003,P001,114,14.19,1,740
2023-02-01,S003,P001,77,15.76,0,738
2023-02-02,S003,P001,82,15.76,0,736
2023-02-03,S003,P001,75,15.76,0,734
2023-02-04,S003,P001,83,15.76,0,732
2023-02-05,S003,P001,82,15.76,0,730
2023-02-06,S003,P001,91,15.76,0,728
2023-02-07,S003,P001,94,15.76,0,726
2023-02-08,S003,P001,79,15.76,0,724
2023-02-09,S003,P001,89,15.76,0,722
2023-02-10,S003,P001,73,15.76,0,720
2023-02-11,S003,P001,78,15.76,0,718
2023-02-12,S003,P001,85,15.76,0,716
2023-02-13,S003,P001,85,15.76,0,714
2023-02-14,S003,P001,98,15.76,0,712
2023-02-15,S003,P001,87,15.76,0,710
2023-02-16,S003,P001,78,15.76,0,708
2023-02-17,S003,P001,75,15.76,0,706
2023-02-18,S003,P001,79,15.76,0,704
2023-02-19,S003,P001,83,15.76,0,702
2023-02-20,S003,P001,92,15.76,0,700
2023-02-21,S003,P001,84,15.76,0,698
2023-02-22,S003,P001,83,15.76,0,696
2023-02-23,S003,P001,70,15.76,0,694
2023-02-24,S003,P001,83,15.76,0,692
2023-02-25,S003,P001,84,15.76,0,690
2023-02-26,S003,P001,110,14.19,1,688
2023-02-27,S003,P001,110,14.19,1,686
2023-02-28,S003,P001,125,14.19,1,684
2023-03-01,S003,P001,84,15.76,0,682
2023-03-02,S003,P001,78,15.76,0,680
2023-03-03,S003,P001,75,15.76,0,678
2023-03-04,S003,P001,78,15.76,0,676
2023-03-05,S003,P001,85,15.76,0,674
2023-03-06,S003,P001,91,15.76,0,672
2023-03-07,S003,P001,90,15.76,0,670
2023-03-08,S003,P001,89,15.76,0,668
2023-03-09,S003,P001,78,15.76,0,666
2023-03-10,S003,P001,77,15.76,0,664
2023-03-11,S003,P001,78,15.76,0,662
2023-03-12,S003,P001,86,15.76,0,660
2023-03-13,S003,P001,91,15.76,0,658
2023-03-14,S003,P001,89,15.76,0,656
2023-03-15,S003,P001,88,15.76,0,654
2023-03-16,S003,P001,82,15.76,0,652
2023-03-17,S003,P001,70,15.76,0,650
2023-03-18,S003,P001,75,15.76,0,648
2023-03-19,S003,P001,85,15.76,0,646
2023-03-20,S003,P001,96,15.76,0,644
2023-03-21,S003,P001,94,15.76,0,642
2023-03-22,S003,P001,93,15.76,0,640
2023-03-23,S003,P001,77,15.76,0,638
2023-03-24,S003,P001,76,15.76,0,636
2023-03-25,S003,P001,79,15.76,0,634
2023-03-26,S003,P001,98,14.19,1,632
2023-03-27,S003,P001,120,14.19,1,630
2023-03-28,S003,P001,108,14.19,1,628
2023-03-29,S003,P001,90,15.76,0,626
2023-03-30,S003,P001,82,15.76,0,624
2023-03-31,S003,P001,65,15.76,0,622
2023-04-01,S003,P001,67,15.76,0,620
2023-04-02,S003,P001,88,15.76,0,618
2023-04-03,S003,P001,94,15.76,0,616
2023-04-04,S003,P001,87,15.76,0,614
2023-04-05,S003,P001,82,15.76,0,612
2023-04-06,S003,P001,81,15.76,0,610
2023-04-07,S003,P001,75,15.76,0,608
2023-04-08,S003,P001,80,15.76,0,606
2023-04-09,S003,P001,84,15.76,0,604
2023-04-10,S003,P001,95,15.76,0,602
2023-04-11,S003,P001,94,15.76,0,600
2023-04-12,S003,P001,89,15.76,0,598
2023-04-13,S003,P001,78,15.76,0,596
2023-04-14,S003,P001,73,15.76,0,594
2023-04-15,S003,P001,76,15.76,0,592
2023-04-16,S003,P001,90,15.76,0,590
2023-04-17,S003,P001,87,15.76,0,588
2023-04-18,S003,P001,91,15.76,0,586
2023-04-19,S003,P001,77,15.76,0,584
2023-04-20,S003,P001,82,15.76,0,582
2023-04-21,S003,P001,84,15.76,0,580
2023-04-22,S003,P001,73,15.76,0,578
2023-04-23,S003,P001,120,14.19,1,576
2023-04-24,S003,P001,114,14.19,1,574
2023-04-25,S003,P001,105,14.19,1,572
2023-04-26,S003,P001,84,15.76,0,570
2023-04-27,S003,P001,84,15.76,0,568
2023-04-28,S003,P001,83,15.76,0,566
2023-04-29,S003,P001,79,15.76,0,564
2023-04-30,S003,P001,89,15.76,0,562
2023-01-01,S003,P002,104,10.31,1,800
2023-01-02,S003,P002,113,10.31,1,798
2023-01-03,S003,P002,108,10.31,1,796
2023-01-04,S003,P002,73,11.45,0,794
2023-01-05,S003,P002,76,11.45,0,792
2023-01-06,S003,P002,81,11.45,0,790
